99.18, 13.58
99.17, 13.73
99.15, 13.74
99.15, 13.76
99.12, 13.77
99.12, 13.83
99.1, 13.83
99.11, 13.9
99.08, 13.89
99.05, 13.94
99.02, 13.94
99, 14.02
98.97, 14.03
98.96, 14.1
98.94, 14.09
98.93, 14.11
98.89, 14.11
98.87, 14.15
98.85, 14.15
98.83, 14.18
98.81, 14.17
98.74, 14.24
98.7, 14.25
98.7, 14.27
98.6, 14.32
98.59, 14.34
98.6, 14.37
98.56, 14.38
98.56, 14.42
98.51, 14.47
98.5, 14.53
98.46, 14.53
98.46, 14.58
98.44, 14.59
98.44, 14.61
98.38, 14.65
98.34, 14.71
98.32, 14.71
98.3, 14.76
98.28, 14.77
98.28, 14.8
98.25, 14.81
98.26, 14.86
98.23, 14.88
98.25, 14.92
98.23, 14.94
98.23, 14.97
98.21, 14.98
98.21, 15.02
98.23, 15.03
98.23, 15.05
98.18, 15.1
98.19, 15.15
98.21, 15.17
98.2, 15.24
98.22, 15.22
98.26, 15.22
98.27, 15.26
98.3, 15.27
98.3, 15.31
98.41, 15.26
98.42, 15.28
98.41, 15.3
98.39, 15.3
98.4, 15.31
98.39, 15.34
98.41, 15.36
98.5, 15.39
98.54, 15.37
98.55, 15.34
98.57, 15.35
98.59, 15.47
98.55, 15.6
98.56, 15.61
98.55, 15.69
98.56, 15.76
98.61, 15.87
98.58, 15.91
98.61, 15.99
98.56, 16.03
98.56, 16.05
98.59, 16.08
98.61, 16.04
98.63, 16.04
98.63, 16.06
98.66, 16.07
98.68, 16.13
98.7, 16.14
98.72, 16.12
98.78, 16.13
98.81, 16.1
98.83, 16.11
98.83, 16.13
98.85, 16.13
98.86, 16.16
98.85, 16.22
98.91, 16.26
98.91, 16.3
98.93, 16.31
98.93, 16.34
98.91, 16.34
98.92, 16.39
98.89, 16.42
98.83, 16.42
98.81, 16.4
98.82, 16.38
98.78, 16.37
98.78, 16.34
98.74, 16.35
98.71, 16.28
98.67, 16.27
98.67, 16.35
98.65, 16.35
98.66, 16.38
98.64, 16.4
98.64, 16.44
98.66, 16.46
98.63, 16.48
98.6, 16.55
98.58, 16.56
98.59, 16.59
98.57, 16.63
98.51, 16.65
98.52, 16.7
98.5, 16.7
98.5, 16.72
98.47, 16.71
98.46, 16.75
98.48, 16.75
98.49, 16.77
98.48, 16.79
98.55, 16.81
98.54, 16.83
98.49, 16.84
98.51, 16.88
98.53, 16.87
98.54, 16.9
98.51, 16.9
98.5, 16.92
98.51, 16.93
98.49, 16.92
98.49, 16.95
98.51, 16.95
98.47, 16.97
98.45, 17.02
98.43, 17.02
98.44, 17.04
98.4, 17.06
98.32, 17.06
98.31, 17.08
98.32, 17.11
98.3, 17.12
98.28, 17.11
98.3, 17.15
98.27, 17.15
98.28, 17.17
98.27, 17.19
98.25, 17.18
98.25, 17.21
98.23, 17.21
98.21, 17.25
98.17, 17.26
98.13, 17.32
98.11, 17.32
98.1, 17.35
98.12, 17.38
98.09, 17.4
98.08, 17.39
98.05, 17.42
98.06, 17.44
98.03, 17.45
97.99, 17.51
97.93, 17.53
97.91, 17.58
97.85, 17.62
97.76, 17.72
97.77, 17.76
97.74, 17.77
97.72, 17.82
97.69, 17.83
97.67, 17.87
97.69, 17.93
97.74, 17.96
97.74, 17.99
97.72, 18.01
97.71, 18.06
97.7, 18.07
97.68, 18.06
97.68, 18.16
97.61, 18.22
97.61, 18.25
97.64, 18.27
97.64, 18.29
97.62, 18.32
97.58, 18.34
97.54, 18.32
97.54, 18.29
97.52, 18.27
97.5, 18.27
97.46, 18.31
97.44, 18.34
97.45, 18.39
97.44, 18.41
97.42, 18.41
97.42, 18.44
97.39, 18.47
97.39, 18.51
97.34, 18.55
97.34, 18.58
97.36, 18.59
